problem_id,title,tags,is_solvable,accepted_user_count,level,average_tries
1067,이동,"fft,math",TRUE,793,20,1
1068,트리,"dfs,graphs,graph_traversal,trees",TRUE,7542,11,3
1069,집으로,"ad_hoc,case_work,geometry",TRUE,741,13,3
1070,김지민의 침략,"flow,mfmc",TRUE,57,20,3
1071,소트,greedy,TRUE,562,16,3
1072,게임,"binary_search,math",TRUE,5172,8,4
1073,도미노,"eulerian_path,graphs",TRUE,112,18,1
1074,Z,"divide_and_conquer,recursion",TRUE,14589,10,2
1075,나누기,"bruteforcing,math",TRUE,7570,4,1
1076,저항,implementation,TRUE,8933,4,2
1077,넓이,"convex_hull,geometry,line_intersection,point_in_convex_polygon,polygon_area",TRUE,94,20,5
1078,뒤집음,"bruteforcing,math",TRUE,81,20,7
1079,마피아,bruteforcing,TRUE,423,14,5
1080,행렬,greedy,TRUE,5393,10,2
1081,합,math,TRUE,625,15,2
1082,방 번호,"dp,greedy",TRUE,759,13,3
1083,소트,"greedy,sorting",TRUE,966,11,3
1084,방 번호 2,"greedy,implementation",TRUE,47,19,7
1085,직사각형에서 탈출,"geometry,math",TRUE,35914,3,1
1086,박성원,"bitmask,dp,dp_bitfield",TRUE,1308,16,4
1087,쥐 잡기,ternary_search,TRUE,213,17,4
1088,케이크,greedy,TRUE,121,18,3
1089,스타트링크 타워,"implementation,math,probability",TRUE,514,12,3
1090,체커,bruteforcing,TRUE,106,17,2
1091,카드 섞기,"implementation,simulation",TRUE,487,12,2
1092,배,"greedy,sorting",TRUE,2762,11,4
1093,스티커 수집,"bruteforcing,mitm",TRUE,102,18,5
1094,막대기,"bitmask,math",TRUE,13268,6,1
1095,마법의 구슬,"math,number_theory",TRUE,115,15,6
1096,종이 접기,bruteforcing,TRUE,51,18,3
1097,마법의 문자열,"bruteforcing,kmp,string",TRUE,221,15,2
1098,쌍둥이 마을,"bitmask,dp,dp_bitfield",TRUE,32,19,6
1099,알 수 없는 문장,dp,TRUE,365,12,3
1100,하얀 칸,"implementation,string",TRUE,12321,4,1
1101,카드 정리 1,"bruteforcing,greedy",TRUE,80,12,3
1102,발전소,"bitmask,dp,dp_bitfield",TRUE,1955,16,4
1103,게임,"dfs,dp,graphs,graph_traversal",TRUE,2338,14,4
1104,패턴,"case_work,implementation,math,string",TRUE,28,17,7
1105,팔,"greedy,math",TRUE,1558,10,3
1106,호텔,"dp,knapsack",TRUE,1363,11,3
1107,리모컨,bruteforcing,TRUE,12435,11,4
1108,검색 엔진,"data_structures,graphs,hash_set,scc,topological_sorting",TRUE,205,18,5
1109,섬,"bfs,dfs,graphs,graph_traversal",TRUE,109,17,4
1110,더하기 사이클,"implementation,math",TRUE,84245,5,2
1111,IQ Test,"bruteforcing,case_work,implementation,math",TRUE,1309,13,5
1112,진법 변환,"implementation,math,number_theory",TRUE,207,14,2
1113,수영장 만들기,"bfs,graphs,graph_traversal,implementation,simulation",TRUE,783,15,2
1114,통나무 자르기,"binary_search,greedy,parametric_search",TRUE,526,15,5
1115,순열,graphs,TRUE,117,15,2
1116,순열 2,"graphs,greedy",TRUE,25,19,4
1117,색칠 1,"implementation,math",TRUE,220,11,3
1118,색칠 2,"geometry,implementation,sorting,sweeping",TRUE,8,19,2
1119,그래프,"graphs,graph_traversal",TRUE,43,15,4
1120,문자열,"bruteforcing,string",TRUE,7227,7,1
1121,도형,dp,TRUE,81,18,4
1122,뒤집기,"bfs,case_work,graphs,graph_traversal,math",TRUE,55,17,5
1123,셔플,"exponentiation_by_squaring,math",TRUE,17,22,4
1124,언더프라임,"math,number_theory,primality_test,sieve",TRUE,1015,9,2
1125,바닥 장식,"case_work,greedy,math",TRUE,23,17,7
1126,같은 탑,dp,TRUE,1297,18,3
1127,떡국,"flow,mfmc",TRUE,43,22,1
1128,피보나치 냅색,"dp,math",TRUE,76,19,5
1129,키,"greedy,sorting",TRUE,46,18,2
1130,종이 레이싱,"bfs,geometry,graphs,graph_traversal,line_intersection",TRUE,4,21,6
1131,숫자,"dp,graphs,graph_traversal",TRUE,118,16,3
1132,합,greedy,TRUE,693,13,3
1133,반복되지 않는 단어,"backtracking,recursion",TRUE,25,15,2
1134,식,"bruteforcing,dp,implementation",TRUE,17,21,5
1135,뉴스 전하기,"dp,dp_tree,greedy,sorting,trees",TRUE,919,14,2
1136,조각 놓기,dp,TRUE,16,16,6
1137,로봇 레이스,dp,TRUE,10,17,2
1138,한 줄로 서기,implementation,TRUE,4395,9,1
1139,울타리,"bitmask,dp,dp_bitfield",TRUE,58,15,2
1140,요금,"greedy,implementation,math,number_theory",TRUE,22,18,6
1141,접두사,"sorting,string",TRUE,662,9,2
1142,피자,geometry,TRUE,18,17,4
1143,경찰,"graphs,scc",TRUE,28,19,3
1144,싼 비용,"dp,dp_connection_profile",TRUE,80,23,3
1145,적어도 대부분의 배수,bruteforcing,TRUE,3778,5,1
1146,지그재그 서기,"dp,math",TRUE,423,16,2
1147,BOJ 소풍,"combinatorics,geometry,math",TRUE,25,17,2
1148,단어 만들기,"implementation,string",TRUE,167,11,2
1149,RGB거리,dp,TRUE,32939,10,1
1150,백업,"data_structures,greedy,priority_queue",TRUE,352,22,3
1151,그림자,"case_work,geometry,geometry_3d,polygon_area",TRUE,13,17,3
1152,단어의 개수,"implementation,string",TRUE,63748,4,3
1153,네 개의 소수,"math,number_theory,primality_test,sieve",TRUE,758,12,2
1154,팀 편성,"graphs,graph_traversal",TRUE,60,16,2
1155,변형 하노이,dp,TRUE,36,17,1
1156,장난감,"greedy,ternary_search",TRUE,14,20,3
1157,단어 공부,"implementation,string",TRUE,58443,5,2
1158,요세푸스 문제,"data_structures,queue",TRUE,25520,7,2
1159,농구 경기,"implementation,string",TRUE,6335,4,1
1160,Random Number Generator,"exponentiation_by_squaring,math",TRUE,74,16,3
1161,버스,"data_structures,greedy",TRUE,43,18,2
1162,도로포장,"dijkstra,dp,graphs",TRUE,1338,15,4
1163,증가하는 리스트,"dp,implementation",TRUE,6,21,3
1164,가리기,"ad_hoc,backtracking,greedy",TRUE,8,20,3
1165,단어퍼즐,"data_structures,graphs,hashing,heuristics,parsing,precomputation,string,trees,trie",TRUE,25,22,2
1166,선물,binary_search,TRUE,530,8,5
1167,트리의 지름,"dfs,graphs,graph_traversal,trees",TRUE,8466,14,2
1168,요세푸스 문제 2,"data_structures,segtree",TRUE,891,18,3
1169,정사각형 진열,"geometry,greedy",TRUE,16,15,4
1170,선인장의 개수,"cactus,graphs",TRUE,66,18,2
1171,사오정,dp,TRUE,8,20,2
1172,선인장 Automorphisms,,TRUE,6,24,3
1173,운동,"implementation,simulation",TRUE,2012,4,2
1174,줄어드는 수,"backtracking,bruteforcing",TRUE,957,11,2
1175,배달,"bfs,graphs,graph_traversal",TRUE,551,15,3
1176,섞기,"bitmask,dp,dp_bitfield",TRUE,128,15,2
1177,조쌤포스,"case_work,geometry,math,sweeping",TRUE,47,16,4
1178,간선 추가,"eulerian_path,graphs",TRUE,68,16,3
1179,마지막 요세푸스 문제,"dp,math,recursion",TRUE,178,19,2
1180,선인장의 지름,"biconnected_component,cactus,data_structures,dp,dp_tree,graphs,trees",TRUE,28,23,3
1181,단어 정렬,"sorting,string",TRUE,33732,6,2
1182,부분수열의 합,"backtracking,bruteforcing",TRUE,16734,9,2
1183,약속,"math,sorting",TRUE,238,8,2
1184,귀농,"bruteforcing,data_structures,hash_set,prefix_sum",TRUE,254,15,2
1185,유럽여행,"graphs,mst",TRUE,367,17,1
1186,직사각형 색칠하기,"geometry,greedy,sorting",TRUE,38,12,3
1187,숫자 놀이,"constructive,divide_and_conquer,math",TRUE,115,21,2
1188,음식 평론가,"math,number_theory",TRUE,1876,12,2
1189,컴백홈,"backtracking,bruteforcing,graphs,graph_traversal",TRUE,950,10,1
1190,골 세레모니,,TRUE,3,23,9
1191,게임,"bfs,data_structures,dp,game_theory,graphs,graph_traversal,hash_set,tree_set",TRUE,6,21,7
1192,장갑,math,TRUE,16,23,3
1193,분수찾기,"implementation,math",TRUE,36678,5,1
1194,"달이 차오른다, 가자.","bfs,bitmask,graphs,graph_traversal",TRUE,3260,15,2
1195,킥다운,"bruteforcing,implementation",TRUE,163,11,3
1196,잭 바우어,"arbitrary_precision,calculus,math,numerical_analysis",TRUE,35,22,14
1197,최소 스패닝 트리,"graphs,mst",TRUE,12851,12,2
1198,삼각형으로 자르기,"bruteforcing,geometry,math",TRUE,317,9,1
1199,오일러 회로,"dfs,eulerian_path,graphs,graph_traversal",TRUE,345,17,7
1200,기상예측,"binary_search,bruteforcing,dp,prefix_sum",TRUE,65,17,1
1201,NMK,"constructive,greedy,math",TRUE,1120,18,3
1202,보석 도둑,"data_structures,greedy,priority_queue,sorting",TRUE,6510,14,4
1203,게임,math,TRUE,6,16,14
1204,팰린드롬의 개수,dp,TRUE,38,21,1
1205,등수 구하기,implementation,TRUE,2146,7,4
1206,사람의 수,"bruteforcing,math",TRUE,100,8,7
1207,종이 자르기,"backtracking,implementation",TRUE,25,14,11
1208,부분수열의 합 2,"binary_search,mitm",TRUE,3154,15,4
1209,단조수열 만들기,dp,TRUE,166,17,2
1210,마피아,"flow,mfmc",TRUE,264,20,4
1211,보일의 법칙,"dp,math,number_theory",TRUE,17,21,2
1212,8진수 2진수,"implementation,math,string",TRUE,9718,4,2
1213,팰린드롬 만들기,"greedy,implementation,string",TRUE,4248,8,2
1214,쿨한 물건 구매,"bruteforcing,math,number_theory",TRUE,443,16,5
1215,잘못 작성한 요세푸스 코드,"math,number_theory",TRUE,123,17,3
1217,하우스 M.D.,"2_sat,graphs,scc",TRUE,114,17,2
1218,로봇,"coordinate_compression,data_structures,geometry,implementation,lazyprop,lis,polygon_area,segtree,stack,sweeping",TRUE,22,25,2
1219,오민식의 고민,"bellman_ford,graphs,graph_traversal",TRUE,1084,15,6
1220,MEGACITY,"coordinate_compression,dijkstra,graphs,graph_traversal",TRUE,31,19,5
1221,가까운 점,"data_structures,divide_and_conquer,geometry,geometry_3d,hash_set,randomization,sorting,sweeping",TRUE,13,19,21
1222,홍준 프로그래밍 대회,"math,number_theory",TRUE,387,14,4
1223,마법의 돌,,TRUE,2,0,8
1224,분수,"extended_euclidean,math,number_theory",TRUE,8,20,4
1225,이상한 곱셈,"implementation,math,string",TRUE,4001,4,2
1226,국회,"dp,greedy,knapsack",TRUE,160,17,3
1227,그녀의 마음,"ad_hoc,bfs,case_work,graphs,graph_traversal,math",TRUE,19,19,2
1228,전쟁,"data_structures,dp,dp_tree,hash_set,knapsack,trees",TRUE,5,17,3
1229,육각수,"dp,math,precomputation",TRUE,190,12,2
1230,문자열 거리,dp,TRUE,72,15,3
1231,주식왕 동호,"dp,knapsack",TRUE,81,15,3
1232,체스,"ad_hoc,graphs,graph_traversal",TRUE,5,22,3
1233,주사위,"bruteforcing,implementation",TRUE,1941,4,1
1234,크리스마스 트리,"combinatorics,dp,math",TRUE,525,14,2
1235,학생 번호,"implementation,string",TRUE,1007,7,2
1236,성 지키기,implementation,TRUE,3349,5,2
1237,정ㅋ벅ㅋ,,TRUE,15169,0,3
1238,파티,"dijkstra,graphs",TRUE,9698,13,2
1239,차트,bruteforcing,TRUE,261,10,2
1240,노드사이의 거리,"bfs,dfs,graphs,graph_traversal,trees",TRUE,1505,11,1
1241,머리 톡톡,"math,number_theory,primality_test",TRUE,226,11,3
1242,소풍,math,TRUE,330,14,3
1243,팰린드롬,dp,TRUE,74,22,2
1244,스위치 켜고 끄기,"implementation,simulation",TRUE,5777,7,5
1245,농장 관리,"bfs,dfs,graphs,graph_traversal",TRUE,535,11,2
1246,온라인 판매,"greedy,sorting",TRUE,1372,7,2
1247,부호,"arbitrary_precision,arithmetic,math",TRUE,2309,3,2
1248,Guess,"backtracking,bruteforcing",TRUE,1883,13,2
1249,워드똑똑,"dp,exponentiation_by_squaring,math",TRUE,26,20,3
1250,색칠된 공들,"data_structures,priority_queue",TRUE,7,24,52
1251,단어 나누기,"bruteforcing,implementation,sorting,string",TRUE,2066,6,2
1252,이진수 덧셈,"arithmetic,implementation,math",TRUE,2611,4,3
1253,좋다,"binary_search,data_structures,hash_set,sorting,two_pointer",TRUE,2104,12,4
1254,팰린드롬 만들기,"bruteforcing,string",TRUE,2559,9,2
1255,전쟁 - 선전포고,"dijkstra,graphs",TRUE,20,17,3
1256,사전,"combinatorics,dp,math",TRUE,2885,14,3
1257,엄청난 부자,"dijkstra,dp,graphs,math",TRUE,49,20,3
1258,문제 할당,"flow,mcmf",TRUE,120,18,1
1259,팰린드롬수,"implementation,string",TRUE,15974,5,1
1260,DFS와 BFS,"graphs,graph_traversal,bfs,dfs",TRUE,43053,9,2
1261,알고스팟,"0_1_bfs,dijkstra,graphs",TRUE,8732,12,2
1262,알파벳 다이아몬드,implementation,TRUE,97,9,3
1263,시간 관리,"greedy,sorting",TRUE,583,10,2
1264,모음의 개수,"implementation,string",TRUE,4582,2,1
1265,순열,"arbitrary_precision,bitmask,dp,dp_bitfield",TRUE,38,18,3
1266,일어나!,"geometry,line_intersection,sweeping",TRUE,3,23,9
1267,핸드폰 요금,"arithmetic,math",TRUE,5511,3,2
1268,임시 반장 정하기,implementation,TRUE,1848,5,3
1269,대칭 차집합,"data_structures,hash_set,tree_set",TRUE,6216,7,1
1270,전쟁 - 땅따먹기,"data_structures,hash_set,implementation,majority_vote,tree_set",TRUE,295,8,4
1271,엄청난 부자2,"arbitrary_precision,arithmetic,math",TRUE,9990,1,2
1272,특별 노드,"dp,dp_tree,trees",TRUE,16,14,1
1273,샷,"data_structures,prefix_sum,segtree",TRUE,93,18,3
1274,커피숍1,,TRUE,15,0,16
1275,커피숍2,"segtree,data_structures",TRUE,3157,15,3
1276,PLATFORME,"implementation,sorting",TRUE,153,10,2
1277,발전소 설치,"dijkstra,graphs",TRUE,132,12,3
1278,연극,"math,recursion",TRUE,39,13,1
1279,내멋대로 주사위,"combinatorics,dp,knapsack,math",TRUE,18,16,2
1280,나무 심기,"data_structures,segtree",TRUE,1001,17,5
1281,보석상,"duality,flow,hungarian,linear_programming,mcmf",TRUE,27,22,2
1282,P-수열,dp,TRUE,25,20,3
1283,단축키 지정,"implementation,string",TRUE,576,9,2
1284,집 주소,"arithmetic,implementation,math",TRUE,2771,3,1
1285,동전 뒤집기,"bitmask,bruteforcing,greedy",TRUE,1017,14,2
1286,부분 직사각형,"combinatorics,math",TRUE,52,10,1
1287,할 수 있다,"arithmetic,case_work,implementation,math,parsing,string",TRUE,203,15,5
1288,전쟁 - 국지전,,TRUE,5,21,2
1289,트리의 가중치,"dp,dp_tree,math,trees",TRUE,641,18,3
1290,배럭,"bruteforcing,greedy,implementation,math,simulation",TRUE,26,20,4
1291,이면수와 임현수,"case_work,implementation,math,number_theory,primality_test",TRUE,113,8,3
1292,쉽게 푸는 문제,"implementation,math",TRUE,10620,5,1
1293,생물농축,"dfs,dp,graphs,graph_traversal,knapsack,topological_sorting",TRUE,16,18,2
1294,문자열 장식,"greedy,sorting,string",TRUE,181,18,5
1295,평면도,,TRUE,4,24,14
1296,팀 이름 정하기,"implementation,string",TRUE,1171,5,2
1297,TV 크기,"pythagoras,geometry",TRUE,5205,4,1
1298,노트북의 주인을 찾아서,bipartite_matching,TRUE,1544,17,2
1299,전쟁 - 탈출편2,"dijkstra,graphs",TRUE,4,17,11
1300,K번째 수,"binary_search,parametric_search",TRUE,7063,14,2
1301,비즈 공예,dp,TRUE,235,13,3
1302,베스트셀러,"data_structures,hash_set,sorting,string",TRUE,6503,7,1
1303,전쟁 - 전투,"bfs,dfs,graphs,graph_traversal",TRUE,2633,10,2
1304,지역,"bruteforcing,graphs,graph_traversal",TRUE,42,12,3
1305,광고,"kmp,string",TRUE,2238,17,1
1306,달려라 홍준,"data_structures,segtree,sliding_window",TRUE,701,16,2
1307,마방진,"ad_hoc,implementation",TRUE,106,17,2
1308,D-Day,implementation,TRUE,495,6,4
1309,동물원,dp,TRUE,9297,10,2
1310,달리기 코스,"convex_hull,geometry,rotating_calipers",TRUE,215,18,2
1311,할 일 정하기 1,"bitmask,dp,dp_bitfield",TRUE,821,15,2
1312,소수,math,TRUE,1961,6,2
1314,동굴 탐험,"bitmask,dijkstra,dp,dp_bitfield,graphs",TRUE,19,19,7
1315,RPG,dp,TRUE,565,18,4
1316,그룹 단어 체커,"implementation,string",TRUE,44966,6,1
1317,그룹 단어,,TRUE,13,0,6
1318,포커,"bruteforcing,case_work,implementation,precomputation",TRUE,48,13,3
1319,지민 vs 한수,"geometry,sweeping",TRUE,10,13,3
1321,군인,"binary_search,data_structures,segtree",TRUE,554,17,1
1322,X와 K,"bitmask,math",TRUE,558,12,2
1323,숫자 연결하기,"math,number_theory,pigeonhole_principle",TRUE,257,11,4
1324,젠장,dp,TRUE,55,14,3
1325,효율적인 해킹,"bfs,dfs,graphs,graph_traversal",TRUE,6112,10,5
1326,폴짝폴짝,"bfs,graphs,graph_traversal",TRUE,556,9,4
1327,소트 게임,"bfs,data_structures,graphs,graph_traversal,hash_set,tree_set",TRUE,638,11,2
1328,고층 빌딩,"combinatorics,dp,math",TRUE,2055,16,2
1329,증가 수열,,TRUE,8,15,5
1330,두 수 비교하기,implementation,TRUE,115249,1,2
1331,나이트 투어,"implementation,simulation",TRUE,1363,6,3
1332,풀자,bruteforcing,TRUE,37,13,4
1333,부재중 전화,"implementation,simulation",TRUE,1027,4,3
1334,다음 팰린드롬 수,"math,string",TRUE,339,11,5
1335,여섯 쌍 서로소,"crt,discrete_log,fft,math,mobius_inversion,number_theory",TRUE,5,24,5
1336,수열의 개수 NKD,"dp,prefix_sum",TRUE,13,17,5
1337,올바른 배열,"implementation,sorting,two_pointer",TRUE,825,7,2
1338,알 수 없는 번호,"case_work,math",TRUE,88,12,12
1339,단어 수학,greedy,TRUE,8109,12,2
1340,연도 진행바,"implementation,parsing,string",TRUE,439,6,2
1341,사이좋은 형제,"implementation,math",TRUE,113,13,4
1342,행운의 문자열,bruteforcing,TRUE,1237,10,2
1343,폴리오미노,greedy,TRUE,3176,6,1
1344,축구,"combinatorics,dp,math,probability",TRUE,777,12,1
1345,등차수열,"arbitrary_precision,math,parametric_search",TRUE,43,14,7
1346,탑을 향해서,"dp,graphs,scc",TRUE,22,18,3
1347,미로 만들기,"implementation,simulation",TRUE,931,8,1
1348,주차장,"bfs,binary_search,bipartite_matching,graphs,graph_traversal",TRUE,465,19,4
1349,건축가의 나라,,TRUE,3,0,2
1350,진짜 공간,"arithmetic,math",TRUE,2177,4,2
1351,무한 수열,"data_structures,dp,hash_set",TRUE,2108,11,2
1352,문자열,"backtracking,greedy",TRUE,98,15,3
1353,합과 곱,math,TRUE,185,16,4
1354,무한 수열 2,"data_structures,dp,hash_set,tree_set",TRUE,391,11,2
1355,구멍난 케이크 자르기,"dfs,graphs,graph_traversal,implementation,math",TRUE,32,14,5
1356,유진수,"arithmetic,implementation,math,string",TRUE,1901,5,2
1357,뒤집힌 덧셈,"implementation,string",TRUE,6844,4,2
1358,하키,geometry,TRUE,2072,7,1
1359,복권,"bruteforcing,combinatorics,math,probability",TRUE,409,7,2
1360,되돌리기,implementation,TRUE,212,11,3
1361,두 스트링 마스크,,TRUE,7,0,1
1362,펫,implementation,TRUE,526,4,4
1363,트리,,TRUE,4,0,2
1364,울타리 치기,math,TRUE,47,11,3
1365,꼬인 전깃줄,"binary_search,lis",TRUE,2140,14,1
1366,기타 코드,,TRUE,3,0,3
1367,타브 악보,,TRUE,3,0,6
1368,물대기,"graphs,mst",TRUE,551,14,2
1369,배열값,"dp,greedy,math",TRUE,71,16,4
1370,전쟁 - 화계가 아닌 수계,,TRUE,3,22,5
1371,가장 많은 글자,"implementation,string",TRUE,2976,4,2
1372,단어 합치기,"bfs,bitmask,dp,dp_bitfield,graphs,graph_traversal,string",TRUE,43,19,7
1373,2진수 8진수,"implementation,math,string",TRUE,7884,5,2
1374,강의실,"data_structures,greedy,priority_queue,sorting",TRUE,927,11,2
1375,나이,"data_structures,dfs,graphs,graph_traversal,hash_set,string",TRUE,31,14,6
1376,민식우선탐색,"binary_search,data_structures,dfs,graphs,graph_traversal,segtree",TRUE,97,18,8
1377,버블 소트,sorting,TRUE,2185,14,3
1378,증가 수열,,TRUE,4,0,21
1379,강의실 2,"data_structures,greedy,priority_queue,sorting",TRUE,183,13,2
1380,귀걸이,"implementation,string",TRUE,514,6,2
1381,요구르트의 유통기한,,FALSE,39,0,6
1384,메시지,implementation,TRUE,278,6,2
1385,벌집,"bfs,graphs,graph_traversal,implementation",TRUE,68,16,4
1386,f와 g,"divide_and_conquer,fft,math",TRUE,2,25,23
1387,행렬 교환,,TRUE,8,0,2
1388,바닥 장식,"bfs,dfs,graphs,graph_traversal",TRUE,1522,8,1
1389,케빈 베이컨의 6단계 법칙,"bfs,floyd_warshall,graphs,graph_traversal",TRUE,10913,10,1
1390,테트리스,"bitmask,case_work,dp,dp_bitfield,implementation",TRUE,64,19,2
1391,종이접기,"ad_hoc,data_structures,sorting,stack",TRUE,35,19,2
1392,노래 악보,implementation,TRUE,858,4,1
1393,음하철도 구구팔,"bruteforcing,math",TRUE,274,10,3
1394,암호,"combinatorics,data_structures,hash_set,math,string",TRUE,143,11,4
1395,스위치,"data_structures,lazyprop,segtree",TRUE,1744,18,2
1396,크루스칼의 공,"binary_search,data_structures,disjoint_set,graphs,lca,mst,pbs,trees",TRUE,416,20,3
1397,인화철도 구구칠,,TRUE,5,0,18
1398,동전 문제,"dp,greedy",TRUE,522,14,3
1399,보물의 위치,"ad_hoc,math,number_theory",TRUE,91,16,4
1400,화물차,"dijkstra,graphs,implementation",TRUE,132,14,4
1401,요컨대 형택이의 사탕봉지,,TRUE,5,0,1
1402,아무래도이문제는A번난이도인것같다,"constructive,math",TRUE,1498,5,2
1404,토너먼트 승자,"bruteforcing,implementation,math,probability",TRUE,67,8,1
1405,미친 로봇,"backtracking,bruteforcing,dfs,graphs,graph_traversal,math",TRUE,2629,11,2
1406,에디터,"data_structures,linked_list,stack",TRUE,14438,9,3
1407,2로 몇 번 나누어질까,math,TRUE,481,12,2
1408,24,"arithmetic,implementation,math",TRUE,3240,4,2
1409,점 칠하기,bruteforcing,TRUE,25,15,3
1410,패턴의 개수,"bitmask,dp,dp_bitfield,inclusion_and_exclusion",TRUE,70,16,2
1411,비슷한 단어,"bruteforcing,implementation,string",TRUE,418,8,1
1412,일방통행,"graphs,topological_sorting",TRUE,176,17,2
1413,박스 안의 열쇠,"combinatorics,dp,math",TRUE,355,17,2
1414,불우이웃돕기,"graphs,mst,string",TRUE,368,13,2
1415,사탕,"dp,knapsack,math,number_theory,primality_test,sieve",TRUE,330,14,6
1416,팬 서비스,dp,TRUE,60,17,2
1417,국회의원 선거,"data_structures,greedy,implementation,priority_queue,simulation",TRUE,2041,6,2
1418,K-세준수,"bruteforcing,math,number_theory,primality_test,sieve",TRUE,434,6,2
1419,등차수열의 합,"ad_hoc,case_work,math",TRUE,138,11,4
1420,학교 가지마!,"flow,mfmc",TRUE,641,19,4
1421,나무꾼 이다솜,"bruteforcing,implementation",TRUE,227,9,4
1422,숫자의 신,"greedy,sorting",TRUE,822,17,4
1423,원숭이 키우기,dp,TRUE,52,12,3
1424,새 앨범,math,TRUE,122,14,5
1425,원숭이 땅을 옮기다,"binary_search,ternary_search",TRUE,41,14,4
1426,카드 넣기,"data_structures,greedy,sorting,tree_set",TRUE,13,18,3
