problemId,titleKo,isSolvable,acceptedUserCount,level,averageTries,tags
1312,소수,True,1961,6,2,math
1314,동굴 탐험,True,19,19,7,"bitmask,dijkstra,dp,dp_bitfield,graphs"
1315,RPG,True,565,18,4,dp
1316,그룹 단어 체커,True,44966,6,1,"implementation,string"
1317,그룹 단어,True,13,0,6,
1318,포커,True,48,13,3,"bruteforcing,case_work,implementation,precomputation"
1319,지민 vs 한수,True,10,13,3,"geometry,sweeping"
1321,군인,True,554,17,1,"binary_search,data_structures,segtree"
1322,X와 K,True,558,12,2,"bitmask,math"
1323,숫자 연결하기,True,257,11,4,"math,number_theory,pigeonhole_principle"
1324,젠장,True,55,14,3,dp
1325,효율적인 해킹,True,6112,10,5,"bfs,dfs,graphs,graph_traversal"
1326,폴짝폴짝,True,556,9,4,"bfs,graphs,graph_traversal"
1327,소트 게임,True,638,11,2,"bfs,data_structures,graphs,graph_traversal,hash_set,tree_set"
1328,고층 빌딩,True,2055,16,2,"combinatorics,dp,math"
1329,증가 수열,True,8,15,5,
1330,두 수 비교하기,True,115249,1,2,implementation
1331,나이트 투어,True,1363,6,3,"implementation,simulation"
1332,풀자,True,37,13,4,bruteforcing
1333,부재중 전화,True,1027,4,3,"implementation,simulation"
1334,다음 팰린드롬 수,True,339,11,5,"math,string"
1335,여섯 쌍 서로소,True,5,24,5,"crt,discrete_log,fft,math,mobius_inversion,number_theory"
1336,수열의 개수 NKD,True,13,17,5,"dp,prefix_sum"
1337,올바른 배열,True,825,7,2,"implementation,sorting,two_pointer"
1338,알 수 없는 번호,True,88,12,12,"case_work,math"
1339,단어 수학,True,8109,12,2,greedy
1340,연도 진행바,True,439,6,2,"implementation,parsing,string"
1341,사이좋은 형제,True,113,13,4,"implementation,math"
1342,행운의 문자열,True,1237,10,2,bruteforcing
1343,폴리오미노,True,3176,6,1,greedy
1344,축구,True,777,12,1,"combinatorics,dp,math,probability"
1345,등차수열,True,43,14,7,"arbitrary_precision,math,parametric_search"
1346,탑을 향해서,True,22,18,3,"dp,graphs,scc"
1347,미로 만들기,True,931,8,1,"implementation,simulation"
1348,주차장,True,465,19,4,"bfs,binary_search,bipartite_matching,graphs,graph_traversal"
1349,건축가의 나라,True,3,0,2,
1350,진짜 공간,True,2177,4,2,"arithmetic,math"
1351,무한 수열,True,2108,11,2,"data_structures,dp,hash_set"
1352,문자열,True,98,15,3,"backtracking,greedy"
1353,합과 곱,True,185,16,4,math
1354,무한 수열 2,True,391,11,2,"data_structures,dp,hash_set,tree_set"
1355,구멍난 케이크 자르기,True,32,14,5,"dfs,graphs,graph_traversal,implementation,math"
1356,유진수,True,1901,5,2,"arithmetic,implementation,math,string"
1357,뒤집힌 덧셈,True,6844,4,2,"implementation,string"
1358,하키,True,2072,7,1,geometry
1359,복권,True,409,7,2,"bruteforcing,combinatorics,math,probability"
1360,되돌리기,True,212,11,3,implementation
1361,두 스트링 마스크,True,7,0,1,
1362,펫,True,526,4,4,implementation
1363,트리,True,4,0,2,
1364,울타리 치기,True,47,11,3,math
1365,꼬인 전깃줄,True,2140,14,1,"binary_search,lis"
1366,기타 코드,True,3,0,3,
1367,타브 악보,True,3,0,6,
1368,물대기,True,551,14,2,"graphs,mst"
1369,배열값,True,71,16,4,"dp,greedy,math"
1370,전쟁 - 화계가 아닌 수계,True,3,22,5,
1371,가장 많은 글자,True,2976,4,2,"implementation,string"
1372,단어 합치기,True,43,19,7,"bfs,bitmask,dp,dp_bitfield,graphs,graph_traversal,string"
1373,2진수 8진수,True,7884,5,2,"implementation,math,string"
1374,강의실,True,927,11,2,"data_structures,greedy,priority_queue,sorting"
1375,나이,True,31,14,6,"data_structures,dfs,graphs,graph_traversal,hash_set,string"
1376,민식우선탐색,True,97,18,8,"binary_search,data_structures,dfs,graphs,graph_traversal,segtree"
1377,버블 소트,True,2185,14,3,sorting
1378,증가 수열,True,4,0,21,
1379,강의실 2,True,183,13,2,"data_structures,greedy,priority_queue,sorting"
1380,귀걸이,True,514,6,2,"implementation,string"
1381,요구르트의 유통기한,False,39,0,6,
1384,메시지,True,278,6,2,implementation
1385,벌집,True,68,16,4,"bfs,graphs,graph_traversal,implementation"
1386,f와 g,True,2,25,23,"divide_and_conquer,fft,math"
1387,행렬 교환,True,8,0,2,
1388,바닥 장식,True,1522,8,1,"bfs,dfs,graphs,graph_traversal"
1389,케빈 베이컨의 6단계 법칙,True,10913,10,1,"bfs,floyd_warshall,graphs,graph_traversal"
1390,테트리스,True,64,19,2,"bitmask,case_work,dp,dp_bitfield,implementation"
1391,종이접기,True,35,19,2,"ad_hoc,data_structures,sorting,stack"
1392,노래 악보,True,858,4,1,implementation
1393,음하철도 구구팔,True,274,10,3,"bruteforcing,math"
1394,암호,True,143,11,4,"combinatorics,data_structures,hash_set,math,string"
1395,스위치,True,1744,18,2,"data_structures,lazyprop,segtree"
1396,크루스칼의 공,True,416,20,3,"binary_search,data_structures,disjoint_set,graphs,lca,mst,pbs,trees"
1397,인화철도 구구칠,True,5,0,18,
1398,동전 문제,True,522,14,3,"dp,greedy"
1399,보물의 위치,True,91,16,4,"ad_hoc,math,number_theory"
1400,화물차,True,132,14,4,"dijkstra,graphs,implementation"
1401,요컨대 형택이의 사탕봉지,True,5,0,1,
1402,아무래도이문제는A번난이도인것같다,True,1498,5,2,"constructive,math"
1404,토너먼트 승자,True,67,8,1,"bruteforcing,implementation,math,probability"
1405,미친 로봇,True,2629,11,2,"backtracking,bruteforcing,dfs,graphs,graph_traversal,math"
1406,에디터,True,14438,9,3,"data_structures,linked_list,stack"
1407,2로 몇 번 나누어질까,True,481,12,2,math
1408,24,True,3240,4,2,"arithmetic,implementation,math"
1409,점 칠하기,True,25,15,3,bruteforcing
1410,패턴의 개수,True,70,16,2,"bitmask,dp,dp_bitfield,inclusion_and_exclusion"
1411,비슷한 단어,True,418,8,1,"bruteforcing,implementation,string"
1412,일방통행,True,176,17,2,"graphs,topological_sorting"
1413,박스 안의 열쇠,True,355,17,2,"combinatorics,dp,math"
1414,불우이웃돕기,True,368,13,2,"graphs,mst,string"
1415,사탕,True,330,14,6,"dp,knapsack,math,number_theory,primality_test,sieve"
1416,팬 서비스,True,60,17,2,dp
1417,국회의원 선거,True,2041,6,2,"data_structures,greedy,implementation,priority_queue,simulation"
1418,K-세준수,True,434,6,2,"bruteforcing,math,number_theory,primality_test,sieve"
1419,등차수열의 합,True,138,11,4,"ad_hoc,case_work,math"
1420,학교 가지마!,True,641,19,4,"flow,mfmc"
1421,나무꾼 이다솜,True,227,9,4,"bruteforcing,implementation"
1422,숫자의 신,True,822,17,4,"greedy,sorting"
1423,원숭이 키우기,True,52,12,3,dp
1424,새 앨범,True,122,14,5,math
1425,원숭이 땅을 옮기다,True,41,14,4,"binary_search,ternary_search"
1426,카드 넣기,True,13,18,3,"data_structures,greedy,sorting,tree_set"
1427,소트인사이드,True,32844,6,1,"sorting,string"
1428,다각형의 개수,True,7,0,6,
1429,결혼,True,9,12,3,bruteforcing
1430,공격,True,87,12,2,"bfs,geometry,graphs,graph_traversal"
1431,시리얼 번호,True,4577,8,1,sorting
1432,그래프 수정,True,129,17,4,"data_structures,graphs,priority_queue,topological_sorting"
1433,화학 실험,True,12,15,4,
1434,책 정리,True,697,4,1,"arithmetic,implementation,math"
1435,네 점,True,11,14,15,geometry
1436,영화감독 숌,True,27301,6,1,bruteforcing
1437,수 분해,True,285,12,2,"greedy,math"
1438,가장 작은 직사각형,True,57,13,3,"geometry,two_pointer"
1439,뒤집기,True,8517,6,1,"greedy,string"
1440,타임머신,True,338,4,2,bruteforcing
1441,나누어 질까,True,101,15,3,"euclidean,inclusion_and_exclusion,math,number_theory"
1442,멋진 수,True,36,19,2,dp
1443,망가진 계산기,True,136,15,3,bruteforcing
1444,숌 언어,True,48,19,3,bipartite_matching
1445,일요일 아침의 데이트,True,568,14,4,"data_structures,dijkstra,graphs"
1446,지름길,True,1589,10,2,"dijkstra,dp,graphs"
1447,보호 천막,True,2,0,4,
1448,삼각형 만들기,True,1501,8,2,"greedy,math,sorting"
1449,수리공 항승,True,5524,8,2,"greedy,sorting"
1450,냅색문제,True,1408,15,2,"binary_search,mitm"
1451,직사각형으로 나누기,True,980,11,2,"bruteforcing,case_work,prefix_sum"
1452,숌 크로스워드,True,2,0,1,
1453,피시방 알바,True,4736,4,1,implementation
1454,세비 게임,True,4,0,5,
1455,뒤집기 II,True,238,9,1,greedy
1456,거의 소수,True,985,10,4,"math,number_theory,primality_test,sieve"
1457,정확해,True,40,15,2,math
1458,종이 겹치기,True,4,0,3,
1459,걷기,True,933,7,3,"case_work,math"
1460,진욱이의 농장,True,28,12,2,"binary_search,bruteforcing,prefix_sum"
